UNIQUEID,YEAR,PERIOD,AUT1,AFFIL_AUT1,DPT_AUT1,AUT2,AFFIL_AUT2,DPT_AUT2,AUT3,AFFIL_AUT3,DPT_AUT3,AUT4,AFFIL_AUT4,DPT_AUT4,AUT5,AFFIL_AUT5,DPT_AUT5
149,2004,2004-2008,"li, wl",Federal Reserve Bank of Philadelphia,Fed,"   sarte, pd",Federal Reserve Bank of Richmond,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,1978,1976-1980,"mcnees, sk",Federal Reserve Bank of Boston,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1156,1980,1976-1980,"mullineaux, dj",Federal Reserve Bank of Philadelphia,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,2007,2004-2008,"olivei, giovanni",Federal Reserve Bank of Boston,Fed,"   tenreyro, silvana",LSE,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,1976,1976-1980,"osborne, dk",Federal Reserve Bank of Dallas,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,2006,2004-2008,"rudd, j",Board of Governors of the Federal Reserve System ,Fed,"   whelan, k",Central Bank and Financial Services Authority of Ireland,Other central bank,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,1977,1976-1980,"sahling, l",Federal Reserve Bank of NY,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,1976,1976-1980,"salop, s",Board of Governors of the Federal Reserve System,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,1979,1976-1980,"seater, jj",Federal Reserve Bank of Philadelphia,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,1977,1976-1980,"summers, aa",Federal Reserve Bank of Philadelphia,Fed,"   wolfe, bl",U Wisconsin,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,1978,1976-1980,"wallich, hc",Board of Governors of the Federal Reserve System,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
958,1978,1976-1980,"white, bb",Federal Reserve Bank of NY,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,2007,2004-2008,"zanjani, george",Federal Reserve Bank of NY,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,1978,1976-1980,"geertz, c",The Institute for Advanced Study,IAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,1959,1956-1960,"cullen, de",NY State School,ILR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1008,1979,1976-1980,"dolde, w",Carnegie Mellon U,ILR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,1978,1976-1980,"epple, d",Carnegie Mellon U,ILR,"   raviv, a",Carnegie-Mellon U,ILR,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,2008,2004-2008,"farber, henry s.",Princeton,ILR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,1979,1976-1980,"hutchens, rm",Cornell,ILR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,1958,1956-1960,"ross, am",Berkeley,ILR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,2007,2004-2008,"rothstein, jesse",Princeton,ILR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,2005,2004-2008,"abiad, a",IMF,IMF,"   mody, a",IMF,IMF,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,1979,1976-1980,"bigman, d",IMF,IMF,"   reutlinger, s",World Bank,World Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,2005,2004-2008,"catao, lav",IMF,IMF,"   solomou, sn",Cambridge ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,2008,2004-2008,"cerra, valerie",IMF,IMF,"   saxene, sweta chaman",Bank for International Settlements,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,2006,2004-2008,"dudine, paolo",IMF,IMF,"   hendel, igal",Northwestern,Economics,"   lizzeri, alessandro",NYU,Economics,NA,NA,NA,NA,NA,NA
855,1977,1976-1980,"fernandez, rb",IMF,IMF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,2007,2004-2008,"jeanne, olivier",IMF,IMF,"   svensson, lars e. o.",Princeton,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,2004,2004-2008,"keen, m",IMF,IMF,"   wildasin, d",U Kentucky ,Public Affairs,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,1980,1976-1980,"tanzi, v",IMF,IMF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1956,1956-1960,"tsiang, sc",IMF,IMF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,1980,1976-1980,"vonfurstenberg, gm",IMF,IMF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1956,1956-1960,"white, wh",IMF,IMF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1957,1956-1960,"bator, fm",MIT,International Studies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,1976,1976-1980,"holsen, ja",IBRD,IO,"   waelbroeck, jl",IBRD,World Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,2005,2004-2008,"hay, b",Harvard,Law,"   spier, ke",Northwestern,Business,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,1976,1976-1980,"horst, t",Tufts,Law,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,1977,1976-1980,"horst, t",Tufts,Law,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,1978,1976-1980,"landes, wm",U Chicago,Law,"   posner, ra",U Chicago,Law,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,1980,1976-1980,"polinsky, am",Stanford,Law,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,1976,1976-1980,"stryker, jd",Tufts,Law,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,2008,2004-2008,"demichelis, stefano",U of Pavia,Mathematics,"   weibull, jorgen w.",Stockholm School of Economics,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,1976,1976-1980,"smale, s",UC Berkeley,Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
963,1978,1976-1980,"sorenson, j",Valparaiso U,Mathematics,"   tschirhart, j",U Wyoming,Economics,"   whinston, a",Purdue U,Unknown,NA,NA,NA,NA,NA,NA
724,1977,1976-1980,"lillard, la",NBER,NBER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1958,1956-1960,"mack, rp",NBER,NBER,"   zarnowitz, v",NBER,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,1956,1956-1960,"mack, rp",NBER,NBER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055,1979,1976-1980,"pellechio, aj",NBER,NBER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,1977,1976-1980,"popkin, j",NBER,NBER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,2007,2004-2008,"afendulis, christopher c.",Harvard,Other,"   kessler, daniel p.",Stanford ,Business,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,1980,1976-1980,"alonso, w",Harvard,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1154,1980,1976-1980,"anderson, l",Harvard,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,2008,2004-2008,"aumann, robert j.",Hebrew U,Other,"   dreze, jacques h.",U Catholique de Louvain,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,2006,2004-2008,"bacchetta, philippe",U of Lausanne,Other,"   van wincoop, eric",U Virginia ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,2004,2004-2008,"chen, y",U Michigan,Other,"   gazzale, r",Williams College,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,2007,2004-2008,"chu, leon yang",USC,Other,"   sappington, david e. a.",U Florida ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,1976,1976-1980,"desai, p",Harvard,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1005,1979,1976-1980,"desai, p",Harvard,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,1977,1976-1980,"eliasson, g",Federation of Swedish Industries,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
989,1978,1976-1980,"faxen, ko",Swedish Employers' Confederation,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,1978,1976-1980,"ghiselin, mt",UC Berkeley,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788,1977,1976-1980,"hanson, da",MIT,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1180,1980,1976-1980,"harris, je",MIT,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1082,1979,1976-1980,"jacobsen, se",UCLA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,1979,1976-1980,"kaczynski, v",U of Washington,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,1978,1976-1980,"kresge, dt",Harvard,Other,"   seiver, da",U Alaska,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,1980,1976-1980,"madden, jf",Upenn,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,1979,1976-1980,"maital, s",Technion – Israel Institute of Technology,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,1979,1976-1980,"melitz, j",INSEE,Other,"   sterdyniak, h",INSEE,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1958,1956-1960,"mishan, ej",LSE,Other,"   dicksmireaux, la",NISR (London),Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,1958,1956-1960,"morgan, jn",Michigan,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1957,1956-1960,"Mueller, e",University of Michigan,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1958,1956-1960,"perlo, v",Other,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,1979,1976-1980,"reece, ws",U Minnesota,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,1977,1976-1980,"silk, l",The New York Times,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,1957,1956-1960,"sweezy, pm",Other,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,2006,2004-2008,"weber, ra",Carnegie Mellon U,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,1976,1976-1980,"white, rd",Wichita State U,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,2008,2004-2008,"angelini, paolo",Bank of Italy,Other central bank,"   generale, andrea",Bank of Italy,Other central bank,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,2008,2004-2008,"brender, adi",Bank of Israel,Other central bank,"   drazen, allan",U Maryland,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,2004,2004-2008,"cespedes, lf",Central Bank of Chile ,Other central bank,"   chang, r",Rutgers U ,Economics,"   velasco, a",Harvard,Public Affairs,NA,NA,NA,NA,NA,NA
460,2007,2004-2008,"cipollone, piero",Bank of Italy,Other central bank,"   rosolia, alfonso",Bank of Italy,Other central bank,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,2005,2004-2008,"drehmann, m",Bank of England ,Other central bank,"   oechssler, j",U of Heidelberg,Economics,"   roider, a",U of Bonn,Economics,NA,NA,NA,NA,NA,NA
850,1977,1976-1980,"freedman, c",Bank of Canada,Other central bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,2007,2004-2008,"smets, frank",ECB,Other central bank,"   wouters, rafael",National Bank of Belgium,Other central bank,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,1976,1976-1980,"williams, d",Bank of England,Other central bank,"   goodhart, cae",Bank of England,Other central bank,"   gowland, dh",Bank of England,Other central bank,NA,NA,NA,NA,NA,NA
894,1978,1976-1980,"betsey, cl",Congressional Budget Office,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,1978,1976-1980,"black, h",Office of the Comptroller of the Currency,Other government,"   schweitzer, rl", Office of the Comptroller of the Currency,Other government,"   mandell, l","U Texas, San Antonio",Economics,NA,NA,NA,NA,NA,NA
601,1976,1976-1980,"bradford, df",U.S. Treasury Department,Other government,"   rosen, hs",Princeton,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1137,1980,1976-1980,"braithwait, sd",Bureau of Labor Statistics,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,1977,1976-1980,"chiswick, br",Council of Economic Adviser,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1167,1980,1976-1980,"denison, ef",Bureau of Economic Analysis,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,1980,1976-1980,"eads, gc",Council of Economic Advisers,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1956,1956-1960,"evans, wd",Bureau of labor statistics,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,1976,1976-1980,"finger, jm",U.S. Treasury Department,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,2008,2004-2008,"foster, lucia",Bureau of the Census ,Other government,"   haltiwanger, john",U Maryland,Economics,"   syverson, chad",U Chicago,Economics,NA,NA,NA,NA,NA,NA
1116,1979,1976-1980,"gilroy, c",National Commission on Employment and Unemployment Statistics,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,1977,1976-1980,"henderson, jb","Congressional Research Service, Library of Congress",Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,2006,2004-2008,"johnson, david s.",Bureau of the Census ,Other government,"   parker, jonathan a.",Princeton,Economics,"   souleles, nicholas s.",Upenn,Business,NA,NA,NA,NA,NA,NA
992,1979,1976-1980,"kahn, ae",Civil Aeronautics Board,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,1977,1976-1980,"kazmer, dr",CIA,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,1976,1976-1980,"keyserling, md",U.S. Department of Labor,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1959,1956-1960,"lebergott, s",USA,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1960,1956-1960,"miller, hp",Census,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,1976,1976-1980,"orr, ll","U.S. Department of Health, Education, and Welfare",Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,1979,1976-1980,"roley, vv",Council of Economic Adviser,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,1979,1976-1980,"salop, sc",Federal Trade Commission,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1069,1979,1976-1980,"salop, sc",Federal Trade Commission,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1075,1979,1976-1980,"schipper, l",Lawrence Berkeley Lab,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,1976,1976-1980,"sheehey, ej",General Agreement on Tariffs and Trade,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,2007,2004-2008,"simpson, john",US Federal Trade Commission,Other government,"   wickelgren, abraham l.",Northwestern,Law,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,1976,1976-1980,"smith, dm",Federal Energy Administration,Other government,"   jennings, ej",Southern Methodist U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1207,1980,1976-1980,"stegman, ma",U.S. Department of Housing and Urban Development,Other government,"   rasmussen, dw",Florida State U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,1980,1976-1980,"terleckyj, ne",National Planning Association,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,1977,1976-1980,"triplett, je",US Bureau of Labor Statistics,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,1977,1976-1980,"vaccara, bn",U.S. Department of Commerce,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,1979,1976-1980,"vandewater, pn","U.S. Department of Health, Education and Welfare",Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,1977,1976-1980,"vanorder, r",U.S. Department of Housing and Urban Development,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1956,1956-1960,"wemelsfelder, j",Netherlands,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,1979,1976-1980,"werneke, d",National Commission on Employment and Unemployment Statistics,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1956,1956-1960,"wickens, aj",US Dpt of labor,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,1959,1956-1960,"williams, fm",USDL,Other government,"   eaton, ei",USDL,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,1976,1976-1980,"corcoran, m",Michigan State U,Political Science,"   jencks, c",Harvard,Sociology,"   olneck, m",U Wisconsin,Other,NA,NA,NA,NA,NA,NA
889,1978,1976-1980,"corcoran, m",U Michigan,Political Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,1976,1976-1980,"young, dr","State U of NY, Stony Brook",Political Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,2007,2004-2008,"ameriks, john",Vanguard,Private,"   caplin, andrew",NYU,Economics,"   leahy, john",NYU,Economics,"   tyler, tom",NYU,Other,NA,NA,NA
367,2006,2004-2008,"cummins, jg","Brevan Howard, Inc. ",Private,"   hassett, ka",American Enterprise Institute,Think tank,"   oliner, sd",Board of the Federal Reserve System,Fed,NA,NA,NA,NA,NA,NA
1046,1979,1976-1980,"dansby, re",American Telephone and Telegraph Company,Private,"   willig, rd",Princeton,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,1976,1976-1980,"gandolfi, ae",First National City Bank,Private,"   lothian, jr",First National City Bank,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,1977,1976-1980,"levylambert, h",Societe Generale,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,1976,1976-1980,"lothian, jr",First National City Bank,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
980,1978,1976-1980,"panzar, jc",Bell Laboratories,Private,"   sibley, ds",Council of Economic Advisors,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA
954,1978,1976-1980,"panzar, jc",Bell Laboratories,Private,"   willig, rd",Princeton,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,1979,1976-1980,"panzar, jc",Bell Laboratories,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,1980,1976-1980,"panzar, jc",Bell Laboratories,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
959,1978,1976-1980,"perry, mk",Bell Laboratories,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,1979,1976-1980,"robertson, ah","William M. Mercer, Incorporated",Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,1979,1976-1980,"slitor, re",Economic consultant,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
991,1978,1976-1980,"smith, jp",RAND,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,1976,1976-1980,"willig, rd",Bell Laboratories,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1152,1980,1976-1980,"wilson, s",Abt Associates Inc.,Private,"   steinberg, d",Harvard,Unknown,"   kulik, jc",U Chicago,Unknown,NA,NA,NA,NA,NA,NA
128,1960,1956-1960,"yance, jv",consultant,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,2008,2004-2008,"bohnet, iris",Harvard,Public Affairs,"   greig, fiona",Harvard,Public Affairs,"   herrmann, benedikt",U of Nottingham,Economics,"   zeckhauser, richard",Harvard,Public Affairs,NA,NA,NA
109,1960,1956-1960,"clarkson, g",Carnegie Institute,Public Affairs,"simon, ha",Carnegie Institute,Public Affairs,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,2004,2004-2008,"hanson, gh",UC San Diego,Public Affairs,"   xiang, c",Purdue U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,1980,1976-1980,"hoenack, sa",Humphrey Institute of Public Affairs,Public Affairs,"   weiler, wc",U Minnesota,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,2004,2004-2008,"jacob, ba",Harvard,Public Affairs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,2008,2004-2008,"jensen, robert t.",Brown ,Public Affairs,"   miller, nolan h.",Harvard,Public Affairs,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,2008,2004-2008,"khwaja, asim ijaz",Harvard,Public Affairs,"   mian, atif",U Chicago,Business,NA,NA,NA,NA,NA,NA,NA,NA,NA
1054,1979,1976-1980,"kotowitz, y",U Toronto,Public Affairs,"   mathewson, f",U Toronto,Public Affairs,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,2008,2004-2008,"linden, leigh",Columbia,Public Affairs,"   rockoff, jonah e.",Columbia,Business,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,2007,2004-2008,"mccrary, justin",U Michigan,Public Affairs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,2008,2004-2008,"meyer, bruce d.",U Chicago,Public Affairs,"   sullivan, james x.",U Notre Dame,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1958,1956-1960,"modigliani, f",Carnegie Institute,Public Affairs,"miller, mh",Carnegie Institute,Public Affairs,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,1958,1956-1960,"simon, ha",Carnegie Institute,Public Affairs,"   bonini, cp",Carnegie Institute,Public Affairs,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1959,1956-1960,"simon, ha",Carnegie Institute,Public Affairs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,2005,2004-2008,"urquiola, m",Columbia,Public Affairs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1064,1979,1976-1980,"butz, wp",RAND,RAND,"   ward, mp",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1957,1956-1960,"enthoven, a",RAND,RAND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1960,1956-1960,"kaplan, nm",RAND,RAND,"   moorsteen, rh",RAND,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,2007,2004-2008,"kapteyn, arie",RAND,RAND,"   smith, james p.",RAND,RAND,"   van soest, arthur",RAND,RAND,NA,NA,NA,NA,NA,NA
12,1956,1956-1960,"kessel, ra",RAND,RAND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1958,1956-1960,"mendershausen, h",RAND,RAND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
956,1978,1976-1980,"mitchell, bm",RAND,RAND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,1976,1976-1980,"shishko, r",RAND,RAND,"   rostker, b",RAND,RAND,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,1977,1976-1980,"smith, jp",RAND,RAND,"   welch, fr",ambiguous,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
949,1978,1976-1980,"smith, rt",RAND,RAND,"   phelps, ce",RAND,RAND,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,1959,1956-1960,"lydall, h",Oxford,Statistics,"   lansing, jb",Oxford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,1976,1976-1980,"bergsten, cf",The Brookings Institution,Think tank,"   cline, wr",The Brookings Institution,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,2006,2004-2008,"bitler, marianne p.",Public Policy Institute of California ,Think tank,"   gelbach, jonah b.",U Maryland at College Park,Economics,"   hoynes, hilary w.",UC Davis,Economics,NA,NA,NA,NA,NA,NA
1206,1980,1976-1980,"bradbury, kl",The Brookings Institution,Think tank,"   downs, a",The Brookings Institution,Think tank,"   small, ka",Princeton,Unknown,NA,NA,NA,NA,NA,NA
711,1976,1976-1980,"brumm, hj",Institute for Defense Analyses,Think tank,"   dick, dt",Resource Development Associates,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,2008,2004-2008,"bushnell, james b.",UC Energy Institute,Think tank,"   mansur, erin t.",Yale,Business,"   saravia, celeste",UC Energy Institute ,Think tank,NA,NA,NA,NA,NA,NA
322,2006,2004-2008,"griffith, rachel",Institute for Fiscal Studies (London),Think tank,"   harrison, rupert",NA,Unknown,"   van reenen, john",LSE,Economics,NA,NA,NA,NA,NA,NA
114,1960,1956-1960,"gurley, jg",Brookings,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,1959,1956-1960,"hickman, bg",Brookings,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,1978,1976-1980,"hudson, ea","Data Resources, Inc.",Think tank,"   jorgenson, dw",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,1979,1976-1980,"hulten, cr",The Urban Institute,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
979,1978,1976-1980,"keeley, mc",SRI International,Think tank,"   robins, pk",SRI International,Think tank,"   spiegelman, rg",SRI International,Think tank,"   west, rw",SRI International,Think tank,NA,NA,NA
371,2006,2004-2008,"kling, jr",The Brookings Institution ,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041,1979,1976-1980,"manser, me","Mathematica Policy Research, Inc.",Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,1977,1976-1980,"maynard, ra","Mathematica Policy Research, Inc.",Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1074,1979,1976-1980,"musgrove, p",The Brookings Institution,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929,1978,1976-1980,"okun, am",The Brookings Institution,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,2005,2004-2008,"parry, iwh","Resources for the Future (Washington, DC)",Think tank,"   small, ka",UC Irvine,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,1980,1976-1980,"rees, a",The Alfred P. Sloan Foundation,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
