UniqueID;JOURNAL;YEAR;AUT1;AFFIL_AUT1;PHD_AUT1;AUT2;AFFIL_AUT2;PHD_AUT2;AUT3;AFFIL_AUT3;PHD_AUT3;AUT4;AFFIL_AUT4;PHD_AUT4;AUT5;AFFIL_AUT5;PHD_AUT5;AUT6;AFFIL_AUT6;PHD_AUT6;AUT7;AFFIL_AUT7;PHD_AUT7;AUT8;AFFIL_AUT8;PHD_AUT8
105;AMERICAN JOURNAL OF SOCIOLOGY;2007;cunningham, david;Brandeis University;University of North Carolina, Chapel Hill;phillips, benjamin t.;Brandeis University;Brandeis University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
106;AMERICAN JOURNAL OF SOCIOLOGY;2007;centola, damon;Harvard University;Cornell University;macy, michael;Cornell University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
107;AMERICAN JOURNAL OF SOCIOLOGY;2007;wadsworth, tim;University of New Mexico;University of Washington;kubrin, charis e.;George Washington University;University of Washington;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
108;AMERICAN JOURNAL OF SOCIOLOGY;2007;mcleod, jane d.;Indiana University, Bloomington;University of Michigan;fettes, danielle l.;Indiana University, Bloomington;Indiana University, Bloomington;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109;AMERICAN JOURNAL OF SOCIOLOGY;2007;jacobs, david;Ohio State University;Vanderbilt University;tope, daniel;Ohio State University;Ohio State University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
110;AMERICAN JOURNAL OF SOCIOLOGY;2007;espeland, wendy nelson;Northwestern University;University of Chicago;sauder, michael;University of Iowa;Northwestern University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
111;AMERICAN JOURNAL OF SOCIOLOGY;2007;dobbin, frank;Harvard University;Stanford University;kelly, erin l.;University of Minnesota;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
112;AMERICAN JOURNAL OF SOCIOLOGY;2007;mirowsky, john;University of Texas, Austin;Yale University;ross, catherine e.;University of Texas, Austin;Yale University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
113;AMERICAN JOURNAL OF SOCIOLOGY;2007;breen, richard;Yale University;University of Cambridge;jonsson, jan o.;Stockholm University;Stockholm University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
114;AMERICAN JOURNAL OF SOCIOLOGY;2007;wu, xiaogang;Hong Kong University of Science and Technology;University of California, Los Angeles;treiman, donald j.;University of California, Los Angeles;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
115;AMERICAN JOURNAL OF SOCIOLOGY;2007;sue, christina a.;University of California, Los Angeles;University of California, Los Angeles;telles, edward e.;University of California, Los Angeles;University of Texas, Austin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
116;AMERICAN JOURNAL OF SOCIOLOGY;2007;chan, tak wing;University of Oxford;University of Oxford;goldthorpe, john h.;University of Oxford;London School of Economics;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
117;AMERICAN JOURNAL OF SOCIOLOGY;2007;johnston, josee;University of Toronto;University of Alberta;baumann, shyon;University of Toronto;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
118;AMERICAN JOURNAL OF SOCIOLOGY;2007;baldassarri, delia;Princeton University;Columbia University;diani, mario;University of Trento;University of Turin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
119;AMERICAN JOURNAL OF SOCIOLOGY;2007;lee, caroline w.;Lafayette College;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
120;AMERICAN JOURNAL OF SOCIOLOGY;2007;johnson-hanks, jennifer;University of California, Berkeley;Northwestern University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
121;AMERICAN JOURNAL OF SOCIOLOGY;2007;grodsky, eric;University of California, Davis;University of Wisconsin-Madison;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
122;AMERICAN JOURNAL OF SOCIOLOGY;2007;johnson, victoria;University of Michigan;University of Southern California;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
123;AMERICAN JOURNAL OF SOCIOLOGY;2007;jansen, robert s.;University of California, Los Angeles;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
124;AMERICAN JOURNAL OF SOCIOLOGY;2007;meier, ann m.;University of Minnesota;University of Wisconsin-Madison;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
125;AMERICAN JOURNAL OF SOCIOLOGY;2007;lyons, christopher j.;University of New Mexico;University of Washington;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
126;AMERICAN JOURNAL OF SOCIOLOGY;2008;ludwig, jens;University of Chicago;Duke University;liebman, jeffrey b.;Harvard University;Harvard University;kling, jeffrey r.;Brookings Institution;Massachusetts Institute of Technology;duncan, greg j.;University of California, Irvine;University of Michigan;katz, lawrence f.;Harvard University;Massachusetts Institute of Technology;kessler, ronald c.;Harvard University;New York University;sanbonmatsu, lisa;NBER;UNKNOWN;NA;NA;NA
127;AMERICAN JOURNAL OF SOCIOLOGY;2008;pescosolido, bernice a.;Indiana University, Bloomington;Yale University;perry, brea l.;Indiana University, Bloomington;Indiana University, Bloomington;long, j. scott;Indiana University, Bloomington;Cornell University;martin, jack k.;Indiana University, Bloomington;University of Utah;nurnberger, john i., jr.;Indiana University;NA;hesselbrock, v.;University of Connecticut;Washington University;NA;NA;NA;NA;NA;NA
128;AMERICAN JOURNAL OF SOCIOLOGY;2008;rodgers, joseph lee;University of Oklahoma;University of North Carolina, Chapel Hill;kohler, hans-peter;University of Pennsylvania;University of California, Berkeley;mcgue, matt;University of Minnesota;University of Minnesota;behrman, jere r.;University of Pennsylvania;Massachusetts Institute of Technology;petersen, inge;University of Southern Denmark;University of Southern Denmark;bingley, paul;SFI - the Danish National Centre for Social Research;Keele University;NA;NA;NA;NA;NA;NA
129;AMERICAN JOURNAL OF SOCIOLOGY;2008;frank, kenneth a.;Michigan State University;University of Chicago;muller, chandra;University of Texas, Austin;University of Chicago;schiller, kathryn s.;University at Albany, SUNY;University of Chicago;riegle-crumb, catherine;University of Texas, Austin;University of Chicago;mueller, anna strassmann;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
130;AMERICAN JOURNAL OF SOCIOLOGY;2008;shanahan, michael j.;University of North Carolina, Chapel Hill;University of Minnesota;vaisey, stephen;University of California, Berkeley;University of North Carolina, Chapel Hill;erickson, lance d.;Brigham Young University;University of North Carolina, Chapel Hill;smolen, andrew;University of Colorado, Boulder;University of Colorado, Boulder;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
131;AMERICAN JOURNAL OF SOCIOLOGY;2008;liang, zai;University at Albany, SUNY;University of Chicago;chunyu, miao david;University at Albany, SUNY;University of Albany;zhuang, guotu;Xiamen University;Xiamen University;ye, wenzhen;Xiamen University;University of Utah;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
132;AMERICAN JOURNAL OF SOCIOLOGY;2008;walker, edward t.;University of Vermont;Pennsylvania State University;martin, andrew w.;Ohio State University;Pennsylvania State University;mccarthy, john d.;Pennsylvania State University;University of Oregon;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
133;AMERICAN JOURNAL OF SOCIOLOGY;2008;logan, john r.;Brown University;University of California, Berkeley;oakley, deirdre;Georgia State University;University of Albany;stowell, jacob;University of Massachusetts, Lowell;University of Albany;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
134;AMERICAN JOURNAL OF SOCIOLOGY;2008;guo, guang;University of North Carolina, Chapel Hill;Princeton University;tong, yuying;Chinese University of Hong Kong;University of North Carolina, Chapel Hill;cai, tianji;University of North Carolina, Chapel Hill;University of North Carolina, Chapel Hill;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
135;AMERICAN JOURNAL OF SOCIOLOGY;2008;baldassarri, delia;Princeton University;Columbia University;gelman, andrew;Columbia University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
136;AMERICAN JOURNAL OF SOCIOLOGY;2008;soule, sarah a.;Cornell University;Cornell University;king, brayden g.;Northwestern University;University of Arizona;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
137;AMERICAN JOURNAL OF SOCIOLOGY;2008;clampet-lundquist, susan;Saint Josephs University;University of Pennsylvania;massey, douglas s.;Princeton University;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
138;AMERICAN JOURNAL OF SOCIOLOGY;2008;kocak, oezgecan;Sabanci University;Stanford University;carroll, glenn r.;Stanford University;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
139;AMERICAN JOURNAL OF SOCIOLOGY;2008;buskens, vincent;Utrecht University;Utrecht University;van de rijt, arnout;SUNY Stony Brook;Cornell University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
140;AMERICAN JOURNAL OF SOCIOLOGY;2008;cooney, mark;University of Georgia;University of Virginia;burt, callie harbin;University of Georgia;University of Georgia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
141;AMERICAN JOURNAL OF SOCIOLOGY;2008;zeng, zhen;University of Wisconsin-Madison;University of Michigan;xie, yu;University of Michigan;University of Wisconsin-Madison;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
142;AMERICAN JOURNAL OF SOCIOLOGY;2008;shiao, jiannbin lee;University of Oregon;University of California, Berkeley;tuan, mia h.;University of Oregon;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
143;AMERICAN JOURNAL OF SOCIOLOGY;2008;hirsh, c. elizabeth;Cornell University;University of Washington;kornrich, sabino;University of Washington;University of Washington;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
144;AMERICAN JOURNAL OF SOCIOLOGY;2008;sharkey, patrick;New York University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
145;AMERICAN JOURNAL OF SOCIOLOGY;2008;keister, lisa a.;Duke University;Cornell University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
146;AMERICAN JOURNAL OF SOCIOLOGY;2008;sampson, robert j.;Harvard University;University of Albany;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
147;AMERICAN JOURNAL OF SOCIOLOGY;2008;castilla, emilio j.;Massachusetts Institute of Technology;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148;AMERICAN JOURNAL OF SOCIOLOGY;2008;morning, ann;New York University;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149;AMERICAN JOURNAL OF SOCIOLOGY;2008;martin, molly a.;Pennsylvania State University;University of Wisconsin-Madison;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
150;AMERICAN JOURNAL OF SOCIOLOGY;2008;hillmann, henning;Stanford University;Columbia University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
151;AMERICAN JOURNAL OF SOCIOLOGY;2008;quinn, sarah;University of California, Berkeley;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
152;AMERICAN JOURNAL OF SOCIOLOGY;2008;wimmer, andreas;University of California, Los Angeles;University of Zurich;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
153;AMERICAN JOURNAL OF SOCIOLOGY;2008;bailey, stanley r.;University of California, Irvine;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
154;AMERICAN JOURNAL OF SOCIOLOGY;2008;penner, andrew m.;University of California, Irvine;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
155;AMERICAN JOURNAL OF SOCIOLOGY;2008;mcbride, michael;University of California, Irvine;Yale University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
156;AMERICAN JOURNAL OF SOCIOLOGY;2008;schnittker, jason;University of Pennsylvania;Indiana University, Bloomington;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
157;AMERICAN JOURNAL OF SOCIOLOGY;2008;skaggs, sheryl;University of Texas, Dallas;North Carolina State University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
158;AMERICAN JOURNAL OF SOCIOLOGY;2008;lesnard, laurent;SciencesPo Paris;Universite de Versailles, Saint-Quentin-en-Yvelines;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
159;AMERICAN JOURNAL OF SOCIOLOGY;2009;jonsson, jan o.;Stockholm University;Stockholm University;grusky, david b.;Stanford University;University of Wisconsin-Madison;di carlo, matthew;Cornell University;Cornell University;pollak, reinhard;Berlin Social Science Center (WZB);University of Mannheim;brinton, mary c.;Harvard University;University of Washington;NA;NA;NA;NA;NA;NA;NA;NA;NA
160;AMERICAN JOURNAL OF SOCIOLOGY;2009;breen, richard;Yale University;University of Cambridge;luijkx, ruud;Tilburg University;Tilburg University;muller, walter;University of Mannheim;University of Konstanz;pollak, reinhard;Social Science Research Center Berlin (WZB);University of Mannheim;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
161;AMERICAN JOURNAL OF SOCIOLOGY;2009;krysan, maria;University of Illinois at Chicago;University of Michigan;couper, mick p.;University of Michigan;Rhodes University, Grahamstown;farley, reynolds;University of Michigan;University of Chicago;forman, tyrone a.;Emory University;University of Michigan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
162;AMERICAN JOURNAL OF SOCIOLOGY;2009;willer, robb;University of California, Berkeley;Cornell University;kuwabara, ko;Columbia University;Cornell University;macy, michael w.;Cornell University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
163;AMERICAN JOURNAL OF SOCIOLOGY;2009;mark, noah p.;University of North Carolina, Charlotte;University of Arizona;smith-lovin, lynn;Duke University;University of North Carolina, Chapel Hill;ridgeway, cecilia l.;Stanford University;Cornell University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
164;AMERICAN JOURNAL OF SOCIOLOGY;2009;abraham, katharine g.;University of Maryland;Harvard University;helms, sara;University of Alabama, Birmingham;University of Maryland;presser, stanley;University of Maryland;University of Michigan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
165;AMERICAN JOURNAL OF SOCIOLOGY;2009;lynn, freda b.;University of Iowa;Harvard University;podolny, joel m.;Apple;Harvard University;tao, lin;Chinese University of Hong Kong;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
166;AMERICAN JOURNAL OF SOCIOLOGY;2009;vasi, ion bogdan;Columbia University;Cornell University;strang, david;Cornell University;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
167;AMERICAN JOURNAL OF SOCIOLOGY;2009;walder, andrew g.;Stanford University;University of Michigan;hu, songhua;McKinsey & Company;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
168;AMERICAN JOURNAL OF SOCIOLOGY;2009;kossinets, gueorgi;Google Inc.;Columbia University;watts, duncan j.;Yahoo! Research;Cornell University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
169;AMERICAN JOURNAL OF SOCIOLOGY;2009;krivo, lauren j.;Ohio State University;University of Texas;peterson, ruth d.;Ohio State University;University of Wisconsin-Madison;kuhl, danielle c.;Bowling Green State University;Ohio State University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
170;AMERICAN JOURNAL OF SOCIOLOGY;2009;firebaugh, glenn;Pennsylvania State University;Indiana University, Bloomington;schroeder, matthew b.;University of Minnesota;Pennsylvania State University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
171;AMERICAN JOURNAL OF SOCIOLOGY;2009;charles, maria;University of California, Santa Barbara;Stanford University;bradley, karen;Western Washington University;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
172;AMERICAN JOURNAL OF SOCIOLOGY;2009;gerhards, juergen;Freie Universitat Berlin;University of Cologne;hans, silke;Freie Universitat Berlin;Freie Universitat Berlin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
173;AMERICAN JOURNAL OF SOCIOLOGY;2009;ruiter, stijn;Radboud University Nijmegen;Radboud University Nijmegen;van tubergen, frank;Utrecht University;Utrecht University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
174;AMERICAN JOURNAL OF SOCIOLOGY;2009;ohearn, denis;Binghamton University;University of Michigan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
175;AMERICAN JOURNAL OF SOCIOLOGY;2009;rudel, thomas k.;Rutgers University;Yale University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
176;AMERICAN JOURNAL OF SOCIOLOGY;2009;kollmeyer, christopher;University of Aberdeen;University of California, Santa Barbara;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
177;AMERICAN JOURNAL OF SOCIOLOGY;2009;lachmann, richard;University at Albany, SUNY;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
178;AMERICAN JOURNAL OF SOCIOLOGY;2009;vaisey, stephen;University of California, Berkeley;University of North Carolina, Chapel Hill;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
179;AMERICAN JOURNAL OF SOCIOLOGY;2009;madsen, richard;University of California, San Diego;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
180;AMERICAN JOURNAL OF SOCIOLOGY;2009;kornrich, sabino;University of Washington;University of Washington;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
181;AMERICAN JOURNAL OF SOCIOLOGY;2009;fernandez-mateo, isabel;London Business School;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
182;AMERICAN JOURNAL OF SOCIOLOGY;2010;diprete, thomas a.;Columbia University;Columbia University;eirich, gregory m.;Columbia University;Columbia University;pittinsky, matthew;Arizona State University;Columbia University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
183;AMERICAN JOURNAL OF SOCIOLOGY;2010;liu, ka-yuet;Columbia University;University of Oxford;liu, ka-yuet;Columbia University;University of Oxford;bearman, peter s.;Columbia University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
184;AMERICAN JOURNAL OF SOCIOLOGY;2010;bothner, matthew s.;Cornell University;Columbia University;smith, edward bishop;University of Michigan;University of Chicago;white, harrison c.;Columbia University;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
185;AMERICAN JOURNAL OF SOCIOLOGY;2010;ingram, paul;Columbia University;Cornell University;yue, lori qingyuan;Columbia University;Columbia University;rao, hayagreeva;Stanford University;Case Western Reserve University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
186;AMERICAN JOURNAL OF SOCIOLOGY;2010;harris, alexes;University of Washington;University of California, Berkeley;evans, heather;University of Washington;University of Virginia;beckett, katherine;University of Washington;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
187;AMERICAN JOURNAL OF SOCIOLOGY;2010;worts, diana;University of Toronto;University of Toronto;sacker, amanda;University of Essex;University of Hertfordshire;mcdonough, peggy;University of Toronto;York University, Ontario;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
188;AMERICAN JOURNAL OF SOCIOLOGY;2010;flaherty, jeremy;Brigham Young University;Brigham Young University;brown, ralph b.;Brigham Young University;University of Missouri;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
189;AMERICAN JOURNAL OF SOCIOLOGY;2010;kim, ann h.;York University;Brown University;white, michael j.;Brown University;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
190;AMERICAN JOURNAL OF SOCIOLOGY;2010;vedres, balazs;Central European University (CEU);Columbia University;stark, david;Columbia University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
191;AMERICAN JOURNAL OF SOCIOLOGY;2010;martin, andrew w.;Ohio State University;Pennsylvania State University;dixon, marc;Dartmouth College;Ohio State University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
192;AMERICAN JOURNAL OF SOCIOLOGY;2010;wimmer, andreas;University of California, Los Angeles;University of Zurich;lewis, kevin;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
193;AMERICAN JOURNAL OF SOCIOLOGY;2010;diehl, david;Stanford University;Stanford University;mcfarland, daniel;Stanford University;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
194;AMERICAN JOURNAL OF SOCIOLOGY;2010;logan, john r.;Brown University;University of California, Berkeley;zhang, charles;Texas A&M University;University of Albany;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
195;AMERICAN JOURNAL OF SOCIOLOGY;2010;crowder, kyle;University of North Carolina, Chapel Hill;University of Albany;downey, liam;University of Colorado, Boulder;University of Arizona;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
196;AMERICAN JOURNAL OF SOCIOLOGY;2010;massoglia, michael;Pennsylvania State University;University of Minnesota;uggen, christopher;University of Minnesota;University of Wisconsin-Madison;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
197;AMERICAN JOURNAL OF SOCIOLOGY;2010;gerber, theodore p.;University of Wisconsin-Madison;University of California, Berkeley;mayorova, olga;American Sociological Association;University of Arizona;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
198;AMERICAN JOURNAL OF SOCIOLOGY;2010;peng, yusheng;Brooklyn College, City University of New York (CUNY);University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
199;AMERICAN JOURNAL OF SOCIOLOGY;2010;rhomberg, chris;Fordham University;Rutgers University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
200;AMERICAN JOURNAL OF SOCIOLOGY;2010;beckfield, jason;Harvard University;Indiana University, Bloomington;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
201;AMERICAN JOURNAL OF SOCIOLOGY;2010;murray, fiona;Massachusetts Institute of Technology;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
202;AMERICAN JOURNAL OF SOCIOLOGY;2010;paschel, tianna s.;University of California, Berkeley;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
203;AMERICAN JOURNAL OF SOCIOLOGY;2010;fox, cybelle;University of California, Berkeley;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
204;AMERICAN JOURNAL OF SOCIOLOGY;2010;grannis, rick;University of California, Los Angeles;University of California, Irvine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
205;AMERICAN JOURNAL OF SOCIOLOGY;2010;martin, isaac william;University of California, San Diego;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
